element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Mn,2,233.086,0.0015,233.0865,0.0003,20,,,0,1,,
Mn,2,233.2141,0.0006,233.2135,0.0003,15,4.8e+07,D,6,5,,
Mn,2,233.242,0.0015,233.24185,0.00016,2,,,2,1,,
Mn,2,233.323,0.0015,233.3234,0.0003,10,4.5e+07,D,5,4,,
Mn,2,233.477,0.0015,233.47608,0.00016,0,,,3,3,,
Mn,2,233.4924,0.0006,,,20,,,,,,
Mn,2,233.7956,0.0006,233.79533,0.00016,30,,,4,3,,
Mn,2,233.8225,0.0006,233.82235,0.00016,10,,,3,3,,
Mn,2,233.975,0.0015,233.97344,0.00011,2,,,1,0,,
Mn,2,234.000,0.002,233.99782,0.00011,2*,,,2,3,,
Mn,2,234.000,0.002,234.00033,0.00022,2*,,,6,5,,
Mn,2,234.0586,0.0006,234.05794,0.00016,30,,,1,2,,
Mn,11,,,234.11,,,7.4e-01,E,3/2,5/2,M1,
Mn,11,,,234.11,,,6.4e-02,E,3/2,5/2,E2,
Mn,2,234.117,0.002,234.11720,0.00022,20*,,,1,1,,
Mn,2,234.117,0.002,234.1179,0.0004,20*,,,4,3,,
Mn,2,234.280,0.0015,234.27893,0.00022,1,,,5,4,,
Mn,2,234.365,0.0015,234.3634,0.0003,1,,,4,3,,
Mn,2,234.4338,0.0006,234.43361,0.00016,20,,,3,2,,
Mn,2,234.438,0.0015,234.43817,0.00016,5,,,2,2,,
Mn,2,234.583,0.0015,234.5813,0.0003,0,,,2,2,,
Mn,2,234.598,0.0015,234.59701,0.00017,0,,,2,3,,
Mn,2,234.653,0.0015,234.65262,0.00022,2,,,2,3,,
Mn,2,234.785,0.0015,234.78496,0.00017,1,,,3,3,,
Mn,2,234.810,0.0015,234.8089,0.0004,1,,,3,2,,
Mn,2,234.815,0.0015,234.81402,0.00017,0,,,2,3,,
Mn,2,234.883,0.0015,234.88277,0.00022,30,,,2,1,,
Mn,2,234.9231,0.0006,234.9226,0.0003,15,,,6,6,,
Mn,2,235.491,0.0015,235.49033,0.00022,2,,,2,1,,
Mn,2,235.566,0.0015,235.56686,0.00022,3,,,2,2,,
Mn,2,235.6790,0.0006,235.67857,0.00011,20,,,3,2,,
Mn,2,235.723,0.0015,235.72140,0.00017,1,,,1,1,,
Mn,2,235.7686,0.0006,235.76818,0.00011,30,,,2,1,,
Mn,2,235.8448,0.0006,235.84489,0.00011,50,,,2,2,,
Mn,2,235.9386,0.0006,235.93802,0.00022,20,,,1,0,,
Mn,2,235.947,0.0015,235.94621,0.00011,30,,,1,1,,
Mn,2,235.9812,0.0006,235.9811,0.0003,15,,,0,1,,
Mn,2,236.0099,0.0006,236.00966,0.00011,60,,,3,3,,
Mn,2,236.0234,0.0006,236.02303,0.00011,30,,,1,2,,
Mn,2,236.1768,0.0006,236.17644,0.00011,80,,,2,3,,
Mn,2,236.2307,0.0006,236.22966,0.00022,5,,,4,3,,
Mn,2,236.383,0.0015,236.38190,0.00011,1,,,3,4,,
Mn,2,236.691,0.0015,236.6894,0.0003,30,1.0e+08,D,2,2,,
Mn,2,236.840,0.0015,,,0,,,,,,
Mn,2,236.890,0.0015,236.8895,0.0003,10,,,4,3,,
Mn,2,236.977,0.0015,236.97669,0.00017,8,,,3,4,,
Mn,2,237.009,0.0015,237.0101,0.0009,12,,,0,1,,
Mn,2,237.070,0.0015,237.07014,0.00022,20,,,4,4,,
Mn,2,237.1758,0.0018,237.17347,0.00023,10*,,,2,1,,
Mn,2,237.1758,0.0018,237.1754,0.0004,10*,,,3,2,,
Mn,2,237.3357,0.0006,237.33590,0.00017,200,7.e+07,D,3,4,,
Mn,2,237.349,0.0015,237.34964,0.00017,15,,,3,3,,
Mn,25,,,237.49,0.06,,1.2948e+07,AA,1/2,3/2,,
Mn,2,237.6730,0.0006,237.67259,0.00017,20,,,3,4,,
Mn,2,237.734,0.0015,237.7347,0.0004,8,,,4,3,,
Mn,2,237.8610,0.0006,237.8605,0.0003,8,,,2,2,,
Mn,2,237.886,0.0015,237.88458,0.00017,10,,,2,2,,
Mn,2,237.901,0.0015,237.90140,0.00017,5,,,3,4,,
Mn,2,237.910,0.0015,237.90985,0.00017,0,,,2,3,,
Mn,2,237.940,0.002,237.93946,0.00017,0H,,,5,5,,
Mn,2,238.0275,0.0006,238.02704,0.00017,10,,,2,2,,
Mn,2,238.1019,0.0006,238.10160,0.00017,10,,,1,2,,
Mn,2,238.151,0.0015,238.14969,0.00017,1,,,3,4,,
Mn,2,238.180,0.0015,238.18007,0.00023,2,,,3,3,,
Mn,2,238.1911,0.0006,238.1919,0.0003,1,,,6,7,,
Mn,2,238.211,0.0015,238.20997,0.00023,2,,,2,3,,
Mn,2,238.288,0.0015,238.2854,0.0005,12,,,4,5,,
Mn,2,238.2991,0.0006,238.3008,0.0003,20,,,4,4,,
Mn,2,238.3921,0.0006,,,30,,,,,,
Mn,2,238.4131,0.0018,,,0,,,,,,
Mn,2,238.433,0.0015,238.43276,0.00017,10,,,4,4,,
Mn,2,238.4912,0.0006,,,12,,,,,,
Mn,2,238.5096,0.0006,,,10,,,,,,
Mn,2,238.5532,0.0006,,,10,,,,,,
Mn,2,238.5618,0.0006,238.56164,0.00023,10,,,1,1,,
Mn,2,238.6206,0.0006,,,15,,,,,,
Mn,2,238.6515,0.0018,,,0,,,,,,
Mn,2,238.6605,0.0006,238.6617,0.0003,10,,,3,4,,
Mn,2,238.6715,0.0006,238.66970,0.00023,8,,,1,0,,
Mn,2,238.6807,0.0006,238.68013,0.00017,12,,,2,3,,
Mn,2,238.6940,0.0006,,,20,,,,,,
Mn,2,238.7004,0.0006,238.70051,0.00017,40,,,4,3,,
Mn,2,238.7268,0.0006,,,8,,,,,,
Mn,2,238.7335,0.0006,238.7350,0.0003,12,,,4,5,,
Mn,2,238.7779,0.0006,238.7772,0.0004,8,,,5,5,,
Mn,2,238.802,0.0015,,,2,,,,,,
Mn,2,238.870,0.0015,238.86909,0.00023,20,,,3,3,,
Mn,2,238.872,0.0015,238.87485,0.00017,5,,,1,2,,
Mn,2,238.8973,0.0006,238.89917,0.00023,20,,,2,3,,
Mn,2,238.9075,0.0006,,,5,,,,,,
Mn,2,238.9490,0.0006,,,30,,,,,,
Mn,2,238.9792,0.0006,,,2,,,,,,
Mn,2,239.1281,0.0006,,,20,,,,,,
Mn,2,239.252,0.0015,239.2510,0.0003,10,,,5,5,,
Mn,2,239.370,0.0015,,,3,,,,,,
Mn,2,239.4395,0.0006,239.4393,0.0003,10,,,4,4,,
Mn,2,239.454,0.0015,,,25,,,,,,
Mn,2,239.5383,0.0006,239.53814,0.00017,40,,,3,2,,
Mn,2,239.543,0.0015,239.54325,0.00017,30,,,3,3,,
Mn,2,239.580,0.0015,239.5805,0.0005,1,,,3,3,,
Mn,2,239.6467,0.0006,,,8,,,,,,
Mn,2,239.7286,0.0006,239.7286,0.0004,25,3.3e+08,C,2,3,,
Mn,2,239.7868,0.0006,239.7870,0.0003,25,3.0e+08,C,3,4,,
Mn,2,239.8082,0.0006,,,5,,,,,,
Mn,2,239.824,0.0015,239.8247,0.0004,10,8.e+07,D,3,3,,
Mn,2,239.8429,0.0015,,,0,,,,,,
Mn,2,239.8792,0.0006,239.8794,0.0003,30,2.9e+08,C,4,5,,
Mn,2,239.9061,0.0006,239.9062,0.0003,12,1.0e+08,D,4,4,,
Mn,2,239.9400,0.0006,239.93923,0.00017,25,,,2,3,,
Mn,2,239.959,0.002,239.95804,0.00017,3*,,,3,3,,
Mn,2,239.959,0.002,239.9584,0.0003,3*,,,5,4,,
Mn,2,239.9685,0.0006,,,3,,,,,,
Mn,2,240.0150,0.0006,240.0151,0.0003,25,3.1e+08,C,5,6,,
Mn,2,240.0221,0.0006,240.0219,0.0003,10,9.e+07,D,5,5,,
Mn,2,240.043,0.0015,240.04274,0.00017,15,,,1,2,,
Mn,2,240.094,0.0015,240.0949,0.0003,0,,,1,0,,
Mn,2,240.109,0.0015,240.10874,0.00017,15,,,2,2,,
Mn,2,240.112,0.0015,240.11387,0.00017,0,,,2,3,,
Mn,2,240.1298,0.0006,,,3,,,,,,
Mn,2,240.1715,0.0006,240.17109,0.00017,30,,,2,1,,
Mn,2,240.183,0.0015,240.18289,0.00023,1,,,1,2,,
Mn,2,240.1957,0.0006,240.1948,0.0003,15,7.e+07,D,6,6,,
Mn,2,240.2080,0.0006,240.2079,0.0003,25,3.5e+08,C,6,7,,
Mn,2,240.2530,0.0006,240.25242,0.00017,12,,,2,2,,
