element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
O,2,431.5828,431.58260,,7,,,7/2,7/2,,
O,2,431.7138,431.7139,,19,3.68e+07,B,1/2,3/2,,
O,2,431.7700,431.76958,,11,,,3/2,5/2,,
O,2,431.9629,431.9630,,19,2.48e+07,B,3/2,5/2,,
O,2,,431.9866,,,5.62e+07,D,1/2,1/2,,
O,2,432.2445,432.24477,,5,,,7/2,5/2,,
O,2,432.4790,432.4788,,6,,,5/2,3/2,,
O,2,432.5758,432.5761,,15,1.42e+07,B,1/2,1/2,,
O,4,,432.738,,,3.75e+05,C+,1/2,3/2,,
O,2,432.7465,432.7460,,12,6.76e+07,D,5/2,5/2,,
O,2,432.7851,432.7849,,6,7.24e+06,D,5/2,3/2,,
O,2,432.8586,432.8591,,11,1.12e+08,D,3/2,1/2,,
O,2,,433.1159,,,,,5/2,7/2,,
O,2,433.1176,433.1176,,12,,,3/2,5/2,,
O,2,433.1468,433.1466,,6,4.82e+06,D,3/2,5/2,,
O,2,433.1862,433.1857,,11,6.50e+07,D,3/2,3/2,,
O,2,,433.2333,,,,,7/2,7/2,,
O,2,433.2707,433.2694,,11,,,7/2,9/2,,
O,3,,433.3579,,,1.21e+05,C,1,2,,
O,2,433.4029,433.4026,,6,,,3/2,3/2,,
O,2,433.4186,433.4184,,9,,,5/2,5/2,,
O,2,,433.4324,,,,,5/2,3/2,,
O,2,433.5362,433.5359,,6,,,7/2,5/2,,
O,2,433.6862,433.6859,,17,1.53e+07,B,3/2,3/2,,
O,2,434.0328,434.0323,,12,,,5/2,7/2,,
O,2,434.2004,434.2003,,15,,,7/2,9/2,,
O,2,434.2813,434.2801,,6*,,,3/2,5/2,,
O,3,,434.2813,,,1.81e+06,C+,2,2,,
O,2,434.2813,434.2815,,6*,,,3/2,3/2,,
O,2,434.3202,434.3194,,7w*,,,5/2,5/2,,
O,2,434.3202,434.3207,,7w*,,,5/2,3/2,,
O,2,434.4375,434.4371,,12,,,5/2,7/2,,
O,2,434.4958,434.4985,,6,,,5/2,5/2,,
O,2,,434.5552,,,,,7/2,7/2,,
O,2,434.5560,434.5560,,19,7.95e+07,B,3/2,1/2,,
O,2,434.6159,434.6167,,5,,,7/2,5/2,,
O,2,434.7223,434.7217,,10*,1.19e+07,B+,5/2,3/2,,
O,2,434.7223,434.7224,,10*,,,1/2,3/2,,
O,2,434.7420,434.7413,,19,9.32e+07,B+,3/2,3/2,,
O,2,434.9426,434.9426,,23,6.75e+07,B,5/2,5/2,,
O,2,435.1262,435.1260,,21,9.89e+07,B+,5/2,5/2,,
O,2,,435.1457,,,5.82e+06,B,3/2,5/2,,
O,2,435.3594,435.3592,,12,,,5/2,7/2,,
O,2,435.4178,435.4208,,4,,,5/2,5/2,,
O,2,,435.4589,,,2.19e+04,C,3/2,5/2,,
O,3,,435.6794,,,1.00e+07,C+,3,2,,
O,2,435.7252,435.7221,,10*,,,3/2,5/2,,
O,2,435.7252,435.7254,,10*,,,5/2,7/2,,
O,2,435.7252,435.7257,,10*,2.72e+04,C,5/2,7/2,,
O,2,,435.7522,,,,,5/2,5/2,,
O,2,435.8451,435.8442,,7,,,7/2,7/2,,
O,2,435.9392,435.9395,,7,1.44e+06,C+,3/2,5/2,,
O,3,,436.3209,,,1.71e+00,B,2,0,E2,
O,4,,436.612,,,7.31e+04,C,3/2,3/2,,
O,3,,436.6501,,,2.96e+06,C+,1,1,,
O,2,436.6530,436.6530,,9,,,5/2,7/2,,
O,2,436.6892,436.6895,,20,3.92e+07,B,5/2,3/2,,
O,1,,436.8193,,,7.56e+05,B,1,0,,
O,1,,436.8242,,,7.59e+05,B,1,2,,
O,1,436.825,436.8258,,100,7.58e+05,B,1,1,,
O,2,436.9275,436.9272,,13,3.57e+07,B,3/2,3/2,,
O,2,437.1618,437.1609,,11,,,7/2,9/2,,
O,2,437.4295,437.4322,,9,,,7/2,5/2,,
O,3,,437.5876,,,8.83e+06,C+,2,1,,
O,2,437.8027,437.8029,,8,,,3/2,5/2,,
O,2,437.8427,437.8428,,9*,,,5/2,7/2,,
O,2,437.8427,437.8428,,9*,,,5/2,5/2,,
O,2,,438.4446,,,2.29e+06,D,1/2,1/2,,
O,2,,438.4700,,,,,7/2,7/2,,
O,2,,438.5325,,,,,7/2,5/2,,
O,3,,438.5649,,,1.17e+07,C+,1,0,,
O,4,,439.296,,,4.30e+05,C+,3/2,5/2,,
O,2,,439.3435,,,1.14e+06,E,3/2,1/2,,
O,2,439.5942,439.5935,,15,3.91e+07,B,5/2,5/2,,
O,2,439.7855,439.7823,,4,,,7/2,7/2,,
O,2,440.4950,440.4970,,7,,,3/2,5/2,,
O,2,,440.5381,,,5.65e+05,E,1/2,3/2,,
O,2,440.5987,440.5978,,8,4.30e+06,B,5/2,3/2,,
O,4,,441.046,,,4.26e+07,B,1/2,1/2,,
O,2,,441.4456,,,2.81e+06,D,3/2,3/2,,
O,2,441.4905,441.4899,,27,8.47e+07,B,3/2,5/2,,
O,2,441.6974,441.6975,,25,7.16e+07,B,1/2,3/2,,
O,2,443.5506,443.5506,,7,,,1/2,3/2,,
O,2,,443.9482,,,1.44e+05,D,5/2,3/2,,
O,4,,443.965,,,1.04e+07,B,1/2,3/2,,
O,3,,444.0093,,,4.42e+07,C+,2,1,,
O,2,444.3007,444.3010,,15,5.05e+07,D,5/2,5/2,,
O,2,444.3516,444.3523,,8,1.89e+06,D,5/2,7/2,,
O,4,,444.438,,,2.08e+07,B,3/2,1/2,,
O,2,444.6809,444.6786,,6*,,,3/2,1/2,,
O,2,444.6809,444.6796,,6*,,,3/2,3/2,,
O,2,444.7673,444.7676,,5,2.52e+06,D,7/2,5/2,,
O,3,,444.7694,,,4.40e+07,C+,2,2,,
O,2,444.8186,444.8191,,16,5.10e+07,D,7/2,7/2,,
O,2,445.2375,445.2378,,18,1.37e+07,B,3/2,3/2,,
O,2,,445.3966,,,9.54e+04,D,3/2,3/2,,
O,3,,446.1607,,,4.36e+07,C+,2,3,,
O,2,446.5417,446.5407,,17,,,5/2,7/2,,
O,2,446.6241,446.6235,,15,9.00e+07,C+,1/2,3/2,,
O,2,446.6415,446.6434,,7,,,3/2,5/2,,
O,2,,446.7210,,,4.73e+04,E,1/2,3/2,,
O,2,446.7475,446.7465,,13,9.00e+07,C+,1/2,1/2,,
O,2,446.7921,446.7924,,15,,,5/2,5/2,,
O,2,446.9373,446.9378,,17,,,5/2,3/2,,
O,4,,447.402,,,5.10e+07,B,3/2,3/2,,
O,2,447.7904,447.7906,,12,,,3/2,5/2,,
O,2,,448.4504,,,1.93e+04,C,3/2,5/2,,
O,2,448.7716,448.7712,,7,,,1/2,3/2,,
O,2,448.8196,448.8183,,3*,,,3/2,5/2,,
O,2,448.8196,448.8198,,3*,,,3/2,3/2,,
O,2,448.9462,448.9462,,11,,,1/2,3/2,,
O,2,449.1227,449.1222,,13,,,3/2,5/2,,
O,3,,449.3370,,,9.17e+06,C+,3,4,,
O,3,,450.6640,,,8.07e+06,C+,2,3,,
O,3,,451.3827,,,7.60e+06,C+,1,2,,
O,3,,451.9622,,,1.00e+06,C+,3,3,,
O,5,,452.266,,,1.02e+06,D,2,1,,
O,3,,452.4222,,,3.38e+07,C+,1,0,,
O,3,,452.7293,,,1.40e+06,C+,2,2,,
O,3,,453.2785,,,1.40e+07,C+,2,1,,
O,4,,453.305,,,2.67e+06,B,1/2,1/2,,
O,3,,453.5285,,,8.40e+06,C+,1,1,,
O,3,,453.8851,,,1.12e+07,C+,0,1,,
O,2,,453.9543,,,6.69e+05,C,3/2,1/2,,
O,3,,454.0395,,,3.91e+04,C,3,2,,
O,5,,454.848,,,1.76e+08,B,3,4,,
O,5,,455.453,,,2.41e+07,B,1,2,,
O,3,,455.5387,,,2.49e+07,C+,2,2,,
O,2,,455.773,,,2.54e+07,D,3/2,5/2,,
O,3,,455.7913,,,8.27e+06,C+,1,2,,
O,2,,455.894,,,2.12e+07,D,1/2,3/2,,
O,2,,456.022,,,4.23e+06,D,3/2,3/2,,
O,2,456.3178,456.3178,,4,7.18e+05,C,3/2,3/2,,
O,3,,456.9260,,,1.27e+08,B,2,1,,
O,4,,456.889,,,5.22e+06,B,3/2,1/2,,
O,3,,458.7721,,,2.23e+07,C+,1,2,,
O,2,459.0972,459.0974,,22,8.85e+07,B+,5/2,7/2,,
O,2,459.5960,459.5957,,7,4.87e+06,B,5/2,5/2,,
O,2,459.6175,459.6177,,20,8.34e+07,B+,3/2,5/2,,
O,2,460.2128,460.2129,,12,,,3/2,5/2,,
O,2,460.3228,460.3229,,3,3.63e+05,C,5/2,3/2,,
O,2,460.9442,460.9436,,14,,,5/2,7/2,,
O,2,461.0203,461.0202,,12,,,3/2,5/2,,
O,3,,461.0608,,,6.60e+07,C+,2,2,,
O,2,461.1070,461.1083,,3,,,3/2,3/2,,
O,2,461.3137,461.3137,,7,,,5/2,5/2,,
O,2,461.3681,461.3681,,8,,,5/2,7/2,,
O,2,462.1272,462.1249,,6,,,5/2,5/2,,
O,5,,462.887,,,6.59e+06,B,3,2,,
O,3,,463.0773,,,2.90e+07,C+,0,1,,
O,2,463.88550,463.88558,,20,3.61e+07,B,1/2,3/2,,
O,2,464.18104,464.18103,,22,5.85e+07,B,3/2,5/2,,
O,2,464.3386,464.3412,,3,,,1/2,3/2,,
O,2,464.7803,464.7791,,4*,,,3/2,1/2,,
O,2,464.7803,464.7802,,4*,,,3/2,3/2,,
O,2,464.91348,464.91347,,24,7.84e+07,B,5/2,7/2,,
O,3,,464.9973,,,2.15e+07,C+,1,1,,
O,2,465.08394,465.08384,,20,6.70e+07,B,1/2,1/2,,
O,4,,465.410,,,2.85e+07,B,1/2,1/2,,
O,1,,465.4117,,,4.30e+05,C,1,0,,
O,1,,465.4118,,,3.23e+05,C+,1,1,,
O,1,,465.4119,,,1.51e+05,C+,1,2,,
O,1,,465.4556,,,1.08e+05,C,2,1,,
O,1,,465.4557,,,2.51e+05,C+,2,2,,
O,1,,465.4559,,,2.87e+05,C+,2,3,,
O,1,,465.5354,,,2.87e+04,C,3,2,,
O,1,,465.5356,,,1.43e+05,C+,3,3,,
O,1,,465.5357,,,4.30e+05,C+,3,4,,
O,2,466.16332,466.16324,,21,4.04e+07,B,3/2,3/2,,
O,4,,466.266,,,1.00e+06,C+,5/2,3/2,,
O,3,,466.8875,,,8.48e+07,C+,1,0,,
O,4,,466.897,,,4.76e+04,C,5/2,5/2,,
O,2,466.9266,466.9260,,5,,,3/2,5/2,,
O,2,466.9427,466.9423,,5,,,3/2,3/2,,
O,3,,467.3487,,,3.52e+07,C+,2,1,,
O,2,467.37322,467.37331,,14,1.24e+07,B,3/2,1/2,,
O,2,467.62350,467.62350,,20,2.05e+07,B,5/2,5/2,,
O,2,467.7068,467.7065,,8,,,5/2,7/2,,
O,2,,467.8424,,,4.40e+05,C,1/2,3/2,,
O,2,468.0583,468.0593,,2,,,5/2,5/2,,
O,4,,468.100,,,9.44e+05,C+,7/2,5/2,,
O,2,,468.1962,,,5.27e+05,C,3/2,5/2,,
O,4,,468.703,,,2.79e+07,B,1/2,3/2,,
O,2,469.0896,469.0888,,6,1.86e+07,D,1/2,3/2,,
O,2,469.1416,469.1419,,9,7.43e+07,D,1/2,1/2,,
O,2,469.3195,469.3192,,4,,,5/2,5/2,,
O,3,,469.6225,,,5.76e+05,D,1,0,,
O,2,469.6347,469.63528,,12*,3.15e+06,B,5/2,3/2,,
O,2,469.6347,469.6357,,12*,,,3/2,5/2,,
O,2,469.8446,469.8437,,6,6.59e+06,D,5/2,5/2,,
O,2,469.9003,469.9011,,15,9.88e+07,D,5/2,7/2,,
O,2,469.9220,469.9218,,17,9.36e+07,B,3/2,5/2,,
O,2,,470.0441,,,3.80e+04,C,3/2,3/2,,
O,2,470.1184,470.1179,,11,9.23e+07,C,3/2,3/2,,
O,2,470.1708,470.1712,,5,3.69e+07,D,3/2,1/2,,
O,2,470.3163,470.3161,,14,9.20e+07,D,3/2,5/2,,
O,2,470.5352,470.5346,,21,1.13e+08,B,5/2,7/2,,
O,2,470.7484,470.7510,,3,,,5/2,7/2,,
O,2,470.7811,470.7822,,4,,,5/2,5/2,,
O,3,,470.8146,,,1.43e+05,D,1,1,,
O,2,471.0012,471.0009,,16,2.98e+07,C,3/2,5/2,,
O,2,,471.9803,,,8.57e+04,D,3/2,3/2,,
O,3,,472.2800,,,4.25e+05,C,2,1,,
O,3,,473.2536,,,5.63e+03,D,1,2,,
O,4,,473.352,,,1.63e+07,B,1/2,3/2,,
O,3,,473.788,,,2.73e+06,C+,1,1,,
O,3,,473.788,,,5.47e+05,C+,1,2,,
O,2,474.1707,474.1704,,10,5.07e+06,C+,5/2,5/2,,
O,3,,474.7342,,,8.36e+04,D,2,2,,
O,3,,474.866,,,2.52e+06,C+,2,2,,
O,3,,474.866,,,9.05e+05,C+,2,1,,
O,3,,474.866,,,4.04e+05,C+,2,3,,
O,2,475.1271,475.1278,,14,6.39e+06,C,5/2,7/2,,
O,2,475.2681,475.2691,,9,1.45e+06,C,5/2,5/2,,
O,3,,476.1750,,,4.64e+05,C,3,2,,
O,3,,476.463,,,3.19e+06,C+,3,3,,
O,3,,476.463,,,5.59e+05,C+,3,2,,
O,4,,476.529,,,1.91e+06,C+,3/2,3/2,,
O,1,,477.2448,,,7.00e+05,C+,1,0,,
O,1,,477.2449,,,5.25e+05,C+,1,1,,
O,1,,477.2451,,,2.45e+05,C+,1,2,,
O,4,,477.260,,,1.23e+07,B,1/2,3/2,,
O,1,,477.2909,,,1.75e+05,C+,2,1,,
O,1,,477.2911,,,4.08e+05,C+,2,2,,
O,1,,477.2914,,,4.67e+05,C+,2,3,,
O,4,,477.303,,,2.11e+05,C+,5/2,3/2,,
O,1,,477.3749,,,4.66e+04,C,3,2,,
O,1,,477.3752,,,2.33e+05,C+,3,3,,
O,1,,477.3753,,,7.00e+05,C+,3,4,,
O,2,477.3782,477.3773,,4,,,7/2,5/2,,
O,2,477.4059,477.4076,,3,1.36e+05,D,3/2,5/2,,
O,4,,477.832,,,3.17e+06,B,3/2,3/2,,
O,3,,477.8429,,,8.57e+03,C,1,2,,
O,4,,477.910,,,2.45e+07,B,1/2,1/2,,
O,4,,478.342,,,2.06e+07,B,3/2,5/2,,
O,4,,478.495,,,1.90e+07,B,3/2,5/2,,
O,4,,479.418,,,1.56e+07,B,3/2,3/2,,
O,4,,479.666,,,3.90e+06,B,1/2,3/2,,
O,4,,479.728,,,1.39e+05,C+,3/2,5/2,,
O,4,,479.827,,,2.91e+07,B,5/2,7/2,,
O,3,,479.9754,,,1.85e+06,C+,2,2,,
O,4,,480.074,,,4.84e+06,B,3/2,1/2,,
O,1,,480.1667,,,2.62e+05,C+,1,2,,
O,1,,480.2134,,,4.37e+05,C+,2,2,,
O,1,,480.2982,,,6.11e+05,C+,3,2,,
O,4,,480.512,,,1.93e+06,C+,5/2,5/2,,
O,3,,480.9781,,,4.52e+05,C,1,1,,
O,4,,481.315,,,8.65e+06,B,5/2,5/2,,
O,4,,482.405,,,1.43e+06,B,5/2,3/2,,
O,3,,482.6190,,,6.08e+05,C+,1,2,,
O,4,,483.681,,,5.99e+06,B,1/2,1/2,,
O,4,,483.915,,,1.20e+07,B,3/2,1/2,,
O,3,,484.0172,,,1.00e+06,C+,2,1,,
O,4,,484.267,,,1.52e+07,B,1/2,1/2,,
O,2,484.3366,484.3371,,8,,,1/2,3/2,,
O,4,,484.431,,,1.89e+07,B,3/2,3/2,,
O,2,484.4913,484.4919,,8,1.02e+06,D,3/2,5/2,,
O,2,485.6395,485.6389,,11,5.58e+06,C,3/2,5/2,,
O,2,485.6758,485.6762,,13,1.00e+07,C,3/2,3/2,,
O,2,486.0968,486.0965,,12,4.70e+07,C,1/2,3/2,,
O,2,486.4879,486.4878,,11,8.07e+06,C,3/2,1/2,,
O,3,,486.7057,,,5.93e+05,C+,1,1,,
O,2,487.1520,487.1523,,15,5.60e+07,C,3/2,5/2,,
O,2,487.2005,487.2017,,6,9.34e+06,D,3/2,3/2,,
O,3,,488.1614,,,7.84e+05,C+,0,1,,
O,2,489.0858,489.0856,,15,5.10e+07,C+,3/2,1/2,,
O,3,,489.0859,,,2.34e+06,C+,1,0,,
O,4,,489.124,,,7.36e+06,B,3/2,1/2,,
O,4,,490.227,,,1.96e+07,B,3/2,1/2,,
O,2,490.6833,490.6830,,19,4.78e+07,C+,3/2,3/2,,
O,4,,491.722,,,1.94e+07,B,3/2,3/2,,
O,2,492.4531,492.4529,,21,5.43e+07,C+,3/2,5/2,,
O,5,493.027,,,230w,,,,,,
O,3,,493.1227,,,2.41e-06,C+,0,2,E2,
O,2,494.1069,494.1072,,18,6.04e+07,B,1/2,3/2,,
O,4,,494.129,,,1.92e+07,B,3/2,5/2,,
O,2,494.2999,494.3005,,20,7.88e+07,B,3/2,5/2,,
O,2,495.5705,495.5707,,14,1.81e+07,B,3/2,3/2,,
O,3,,495.8911,,,6.21e-03,B,1,2,M1,
O,3,,495.8911,,,4.57e-06,C+,1,2,E2,
O,1,,496.7376,,,1.27e+06,C+,1,0,,
O,1,,496.7378,,,9.50e+05,C+,1,1,,
O,1,,496.7381,,,4.43e+05,C+,1,2,,
O,1,,496.7877,,,3.16e+05,C+,2,1,,
O,1,,496.7880,,,7.38e+05,C+,2,2,,
O,1,,496.7884,,,8.44e+05,C+,2,3,,
O,1,,496.8788,,,8.43e+04,C,3,2,,
O,1,,496.8791,,,4.22e+05,C+,3,3,,
O,1,,496.8794,,,1.27e+06,C+,3,4,,
O,3,,500.6843,,,1.81e-02,B,2,2,M1,
O,3,,500.6843,,,3.52e-05,C+,2,2,E2,
O,2,,501.5339,,,6.18e+04,C,3/2,3/2,,
O,1,,501.8782,,,4.28e+05,C+,1,2,,
O,1,,501.9291,,,7.13e+05,C+,2,2,,
O,1,,502.0218,,,9.98e+05,C+,3,2,,
O,2,504.1976,504.1975,,2,5.98e+04,C,3/2,5/2,,
O,3,,504.9870,,,8.40e+06,C+,1,0,,
O,3,,506.0732,,,3.48e+06,C+,2,1,,
O,3,,506.3657,,,2.08e+06,C+,1,1,,
O,3,,506.8555,,,2.77e+06,C+,0,1,,
O,2,,507.0046,,,3.80e+04,C,1/2,1/2,,
O,2,507.0800,507.0805,,3,7.38e+04,C,5/2,7/2,,
O,3,,508.8922,,,6.15e+06,C+,2,2,,
O,2,509.0920,509.0917,,2,,,5/2,5/2,,
O,3,,509.1880,,,2.05e+06,C+,1,2,,
O,2,511.0300,511.0303,,6,7.22e+05,D,3/2,3/2,,
O,2,,511.1913,,,2.89e+05,E,3/2,1/2,,
O,3,,511.218,,,8.81e+04,C,1,2,,
O,5,,511.4057,,,1.80e+07,B,0,1,,
O,3,,511.775,,,6.53e+04,C+,2,3,,
O,3,,512.474,,,4.37e+05,C+,1,1,,
O,1,,513.114,,,7.48e+04,C,1,2,,
O,1,,513.114,,,4.16e+04,C,1,1,,
O,1,,513.129,,,9.98e+04,C+,2,3,,
O,1,,513.129,,,2.49e+04,C,2,2,,
O,1,,513.129,,,2.77e+03,D,2,1,,
O,1,,513.133,,,5.54e+04,C,0,1,,
O,3,,513.632,,,4.03e+05,C+,2,2,,
O,2,,513.7959,,,1.89e+04,C,1/2,1/2,,
O,2,,514.0273,,,1.42e+05,E,1/2,3/2,,
O,2,,514.1902,,,5.67e+05,D,1/2,1/2,,
O,4,,514.339,,,1.23e+07,B,1/2,3/2,,
O,3,,514.899,,,1.44e+05,C,2,1,,
O,2,,514.9040,,,1.13e+04,C,3/2,5/2,,
O,3,,515.247,,,5.10e+05,C+,3,3,,
O,2,515.9942,515.9941,,15,3.12e+07,B,1/2,1/2,,
O,3,,517.129,,,8.86e+04,C+,3,2,,
O,2,517.5896,517.5903,,12,1.46e+07,B,3/2,1/2,,
O,2,,518.5926,,,4.23e+04,C,3/2,1/2,,
O,2,519.0496,519.0498,,14,1.18e+07,B,1/2,3/2,,
O,4,,519.822,,,1.19e+07,B,1/2,1/2,,
O,2,520.6650,520.6651,,20,3.33e+07,B,3/2,3/2,,
O,3,,526.8301,,,3.50e+07,B,0,1,,
O,1,,527.4967,,,1.32e+05,C+,1,2,,
O,1,,527.4967,,,7.34e+04,C,1,1,,
O,1,,527.5123,,,1.76e+05,C+,2,3,,
O,1,,527.5123,,,4.40e+04,C,2,2,,
O,1,,527.5123,,,4.89e+03,D,2,1,,
O,1,,527.5166,,,9.78e+04,C,0,1,,
O,4,,529.001,,,4.55e+05,B,3/2,5/2,,
O,1,,529.8887,,,3.58e+05,C+,1,1,,
O,1,,529.9044,,,5.96e+05,C+,2,1,,
O,1,,529.9088,,,1.19e+05,C,0,1,,
O,4,,530.551,,,6.10e+06,B,3/2,3/2,,
O,2,532.2525,532.2502,,2,,,3/2,3/2,,
O,1,532.910,532.9096,,135*,2.71e+06,C+,1,0,,
O,1,532.910,532.9099,,135*,2.03e+06,C+,1,1,,
O,1,,532.9107,,,9.48e+05,C+,1,2,,
O,1,,532.9673,,,6.77e+05,C+,2,1,,
O,1,532.968,532.9681,,160,1.58e+06,C+,2,2,,
O,1,,532.9690,,,1.81e+06,C+,2,3,,
O,1,,533.0726,,,1.80e+05,C+,3,2,,
O,1,,533.0735,,,9.02e+05,C+,3,3,,
O,1,533.074,533.0741,,190,2.71e+06,C+,3,4,,
O,5,,533.994,,,1.85e+06,B,0,1,,
O,2,534.4104,534.4104,,2,1.46e+04,C,1/2,1/2,,
O,5,,534.974,,,7.04e+06,B,1,0,,
O,4,,536.251,,,6.12e+06,B,5/2,5/2,,
O,5,,537.271,,,1.42e+06,C+,1,1,,
O,2,537.4351,537.4355,,6,4.15e+04,C,3/2,1/2,,
O,2,537.7568,537.7569,,5,9.68e+04,E,3/2,3/2,,
O,4,,537.844,,,6.50e+05,B,5/2,3/2,,
O,2,537.9352,537.9352,,7,9.67e+05,D,3/2,1/2,,
O,2,538.1772,538.1776,,1,7.55e+03,C,1/2,3/2,,
O,2,,538.4511,,,5.93e+04,C,3/2,5/2,,
O,2,,539.1743,,,6.59e+04,C,1/2,1/2,,
O,2,539.2611,539.2606,,10,8.64e+05,D,5/2,3/2,,
O,2,,539.8300,,,,,1/2,3/2,,
O,2,,539.8682,,,2.49e+04,C,3/2,5/2,,
O,2,,539.9143,,,4.06e+04,C,3/2,3/2,,
O,2,540.9203,540.9175,,1,3.10e+04,C,3/2,1/2,,
O,5,,541.459,,,9.29e+05,C+,1,2,,
O,2,541.5772,541.5774,,5,,,1/2,1/2,,
O,2,542.3639,542.3671,,1,2.81e+04,C,1/2,1/2,,
O,4,,542.590,,,5.18e+07,B,1/2,3/2,,
O,5,,542.838,,,2.68e+06,B,2,1,,
O,1,543.518,543.5178,,90,7.74e+05,C+,1,2,,
O,1,543.578,543.5775,,110,1.29e+06,C+,2,2,,
O,1,543.686,543.6862,,135,1.80e+06,C+,3,2,,
O,4,,545.313,,,6.12e+07,B,3/2,5/2,,
O,2,546.1040,546.1089,,2,6.53e+04,C,3/2,3/2,,
O,5,,547.112,,,4.86e+06,B,2,2,,
O,5,,547.526,,,1.10e-07,D,0,2,E2,
O,4,,547.733,,,1.01e+07,B,3/2,3/2,,
O,2,,548.3022,,,2.12e+04,C,3/2,5/2,,
O,4,,548.665,,,6.30e+06,C+,5/2,7/2,,
O,4,,549.298,,,5.86e+06,C+,3/2,5/2,,
O,4,,550.326,,,4.16e+05,C+,5/2,5/2,,
O,3,,550.8242,,,1.06e+07,B,2,2,,
O,1,,551.2602,,,2.69e+05,C+,1,2,,
O,1,,551.2602,,,1.49e+05,C+,1,1,,
O,1,,551.2772,,,3.58e+05,C+,2,3,,
O,1,,551.2772,,,8.95e+04,C+,2,2,,
O,1,,551.2772,,,9.95e+03,D,2,1,,
O,1,,551.2820,,,1.99e+05,C+,0,1,,
O,5,,552.235,,,1.21e-02,C,1,2,M1,
O,5,,552.235,,,4.56e-06,D,1,2,E2,
O,1,,555.4832,,,5.83e+05,C+,1,1,,
O,1,,555.5004,,,9.71e+05,C+,2,1,,
O,1,,555.5053,,,1.94e+05,C+,0,1,,
O,5,,557.181,,,8.33e+06,B,0,1,,
O,1,557.734,557.7339,,120,1.26e+00,B+,2,0,E2,
O,5,,558.012,,,1.11e+07,B,1,2,,
O,5,,558.323,,,6.20e+06,B,1,1,,
O,2,558.3232,558.3217,,10,2.17e+06,D,1/2,3/2,,
O,3,559.237,559.2252,,110,3.27e+07,B,1,1,,
O,5,559.791,559.789,,130,1.48e+07,B,2,3,,
O,5,,560.427,,,3.68e+06,B,2,2,,
O,5,,560.559,,,3.86e-02,C,2,2,M1,
O,5,,560.559,,,2.94e-05,D+,2,2,E2,
O,5,,560.741,,,4.08e+05,B,2,1,,
O,2,561.1061,561.1072,,5,2.14e+06,D,1/2,1/2,,
O,2,561.3472,561.3469,,6,,,3/2,5/2,,
O,2,575.3917,575.3926,,5,1.27e+05,C+,3/2,3/2,,
O,4,,575.489,,,2.29e+05,B,3/2,3/2,,
O,2,576.1008,576.1012,,11,6.39e+05,C+,3/2,5/2,,
O,4,,576.914,,,2.28e+06,B,3/2,1/2,,
O,2,578.3788,578.3789,,3w*,,,1/2,1/2,,
O,2,578.3788,578.3806,,3w*,,,1/2,3/2,,
O,2,581.0243,581.0251,,9,5.24e+05,C+,1/2,3/2,,
O,4,,583.371,,,1.32e+05,B,3/2,1/2,,
O,4,,584.080,,,1.97e+06,B,5/2,3/2,,
O,2,584.6232,584.6230,,11,,,5/2,3/2,,
O,4,,588.245,,,1.16e+05,B,5/2,3/2,,
O,4,,589.251,,,1.28e+04,C+,3/2,3/2,,
O,2,590.3078,590.3079,,4,,,5/2,7/2,,
O,3,,594.637,,,1.80e+04,C,2,3,,
O,1,595.839,595.8386,,160*,3.78e+05,C+,1,1,,
O,1,595.839,595.8386,,160*,6.80e+05,C+,1,2,,
O,1,595.858,595.8584,,190*,2.27e+05,C+,2,2,,
O,1,595.858,595.8584,,190*,2.52e+04,C,2,1,,
O,1,595.858,595.8584,,190*,9.06e+05,C+,2,3,,
O,1,,595.8640,,,5.04e+05,C+,0,1,,
O,3,,597.145,,,8.82e+05,C+,2,2,,
O,3,,597.967,,,4.17e+04,C,0,1,,
O,3,,598.823,,,1.25e+05,C,1,0,,
O,3,,598.858,,,7.85e+06,C+,2,1,,
O,1,599.528,,,80,,,,,,
O,3,,600.954,,,6.18e+05,C+,3,3,,
O,4,,601.518,,,2.63e+05,B,1/2,1/2,,
O,3,,602.232,,,3.06e+04,D,1,1,,
O,3,,603.516,,,6.82e+06,C+,3,2,,
O,4,,603.953,,,6.50e+05,B,1/2,3/2,,
O,1,604.623,604.6233,,160,1.05e+06,C+,1,1,,
O,1,604.644,604.6438,,190,1.75e+06,C+,2,1,,
O,1,604.649,604.6495,,110,3.50e+05,C+,0,1,,
O,4,,606.775,,,1.28e+06,B,3/2,1/2,,
O,3,,607.759,,,6.90e+06,C+,4,3,,
O,2,608.1224,608.1215,,4,4.25e+05,D,1/2,1/2,,
O,4,,609.253,,,2.03e+05,B,3/2,3/2,,
O,3,,610.235,,,2.95e+04,C,1,2,,
O,2,610.3386,610.3399,,7,8.36e+05,D,3/2,1/2,,
O,4,,610.593,,,1.49e+07,B,1/2,1/2,,
O,1,610.627,610.6265+,,100,,,3,4,,
O,2,611.2987,611.2986,,7,3.64e+06,C,1/2,3/2,,
O,3,,611.698,,,4.87e+04,C,2,1,,
O,1,,614.0582,,,9.62e+02,C,2,3,,
O,4,,614.232,,,4.45e+05,B,3/2,5/2,,
O,2,615.2566,615.2560,,8,7.14e+06,C,3/2,3/2,,
O,1,,615.5961,,,7.62e+06,B+,1,0,,
