element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Type,
N,1,,,1385.778,,,2.74e+04,C,,
N,2,,,1385.859,,,1.48e+07,C+,,
N,1,,,1387.987,,,9.5e+03,C,,
N,1,,,1388.6962,,,7.90e+04,D+,,
N,1,,,1390.357,,,5.1e+01,C,,
N,1,,,1392.662,,,1.26e+04,C,,
N,2,,,1394.786,,,1.45e+07,C+,,
N,3,,,1401.49,,,1.04e+04,B,,
N,1,,,1404.916,,,1.62e+04,C,,
N,1,,,1409.0086,,,2.02e+04,C,,
N,1,,,1410.141,,,4.75e+04,C,,
N,1,,,1411.992,,,1.12e+04,C,,
N,2,,,1412.572,,,7.95e+06,C+,,
N,1,,,1414.3505,,,1.53e+04,D+,,
N,3,,,1415.58,,,5.04e+03,B,,
N,1,,,1417.2423,,,6.10e+04,D+,,
N,1,,,1417.270,,,1.28e+04,C,,
N,2,,,1417.891,,,5.90e+06,C+,,
N,1,,,1419.5217,,,4.16e+05,C,,
N,2,,,1419.522,,,1.41e+07,C+,,
N,1,,,1423.2486,,,3.93e+05,C,,
N,3,,,1423.26,,,6.03e+05,B,,
N,1,,,1424.2602,,,9.9e+03,C,,
N,1,,,1427.2594,,,1.17e+05,C,,
N,2,,,1428.706,,,6.42e+05,B,,
N,3,,,1429.88,,,1.49e+06,B,,
N,1,,,1429.8885,,,7.42e+04,D+,,
N,1,,,1431.322,,,1.20e+06,C+,,
N,2,,,1432.099,,,3.82e+05,C+,,
N,3,,,1432.38,,,2.96e+06,B,,
N,1,,,1432.8443,,,2.95e+04,D+,,
N,2,,,1433.771,,,1.91e+07,C+,,
N,2,,,1435.863,,,2.13e+07,C+,,
N,2,,,1436.486,,,1.79e+07,C+,,
N,1,,,1438.911,,,8.4e+02,D,,
N,3,,,1439.08,,,4.67e+05,B,,
N,2,,,1439.369,,,2.69e+06,B,,
N,1,,,1445.460,,,1.08e+06,C+,,
N,1,,,1445.5096,,,6.50e+04,D+,,
N,1,,,1445.53,,,5.23e+06,C+,,
N,2,,,1447.120,,,3.25e+06,C+,,
N,3,,,1450.10,,,1.54e+06,B,,
N,1,,,1450.1508,,,1.2e+03,D,,
N,3,,,1450.37,,,1.03e+06,B,,
N,1,,,1450.94,,,6.20e+06,C+,,
N,1,,,1450.94,,,1.04e+06,C+,,
N,1,,,1452.2785,,,2.20e+06,B,,
N,1,,,1453.201,,,5.3e+03,D,,
N,1,,,1453.6786,,,1.6e+03,D,,
N,2,,,1453.808,,,2.29e+06,C+,,
N,1,,,1454.853,,,1.01e+06,C+,,
N,1,,,1454.903,,,6.4e+02,D,,
N,1,,,1457.6910,,,4.4e+04,D,,
N,1,,,1459.8408,,,1.09e+06,B,,
N,1,,,1460.4593,,,5.87e+05,B,,
N,3,,,1461.57,,,2.34e+06,B,,
N,1,,,1461.7437,,,1.26e+05,D+,,
N,1,,,1462.694,,,2.0e+03,D,,
N,2,,,1464.561,,,8.24e+06,B,,
N,2,,,1467.534,,,8.80e+04,C+,,
N,1,,,1468.1073,,,1.28e+06,B,,
N,1,,,1469.35,,,1.80e+05,D+,,
N,1,,,1469.514,,,7.3e+03,D,,
N,1,1475.707,,1475.7073,,250,1.06e+06,B,,
N,1,,,1480.12,,,1.76e+05,D+,,
N,1,,,1481.96,,,1.76e+05,D+,,
N,1,1486.887,,1486.8855,,100,2.82e+05,B,,
N,1,,,1491.9284,,,7.83e+04,D+,,
N,1,,,1495.2025,,,4.31e+04,B,,
N,1,1496.660,,1496.6597,,160,7.05e+05,B,,
N,1,,,1497.4358,,,1.82e+05,D+,,
N,2,,,1499.535,,,2.21e+06,B,,
N,5,,,1501.84,,,1.12e+07,B,,
N,2,,,1503.620,,,3.94e+06,B,,
N,1,,,1505.0868,,,4.92e+05,B,,
N,1,,,1505.241,,,1.19e+05,D+,,
N,5,,,1505.93,,,8.11e+05,A,,
N,5,,,1506.41,,,9.27e+06,B,,
N,5,,,1507.04,,,1.85e+06,B,,
N,1,,,1508.9006,,,7.57e+04,D+,,
N,1,,,1509.4955,,,4.07e+05,B,,
N,1,,,1510.2275,,,1.46e+05,B,,
N,1,,,1511.242,,,5.90e+04,D+,,
N,1,,,1514.6664,,,7.71e+05,B,,
N,1,,,1515.2424,,,4.18e+04,D+,,
N,2,,,1515.436,,,4.54e+06,B,,
N,5,,,1518.35,,,9.49e+05,A,,
N,1,,,1518.5621,,,1.66e+04,D+,,
N,1,,,1519.1034,,,7.42e+04,D+,,
N,1,,,1519.8468,,,6.23e+02,D+,,
N,2,,,1521.559,,,1.16e+07,B,,
N,5,,,1523.44,,,1.57e+05,A,,
N,1,,,1524.1501,,,8.21e+03,D+,,
N,2,,,1526.897,,,9.39e+06,B,,
N,1,,,1527.5090,,,3.26e+04,D+,,
N,1,,,1527.7179,,,1.21e+04,C,,
N,1,,,1528.6609,,,1.13e+03,C,,
N,1,,,1533.0985,,,2.04e+04,C,,
N,1,,,1537.6419,,,4.30e+04,D+,,
N,1,,,1537.7980,,,2.32e+04,C,,
N,1,,,1539.201,,,1.03e+05,C,,
N,1,,,1541.1078,,,9.42e+04,C,,
N,1,,,1542.2890,,,9.25e+04,C,,
N,1,,,1542.9224,,,1.15e+05,C,,
N,2,,,1543.386,,,3.07e+06,B,,
N,1,,,1545.873,,,1.81e+04,D+,,
N,1,,,1547.4368,,,2.71e+04,D+,,
N,1,,,1549.6157,,,1.5e+06,D+,,
N,1,,,1555.774,,,7.91e+03,D+,,
N,1,1558.227,,1558.2287,,180,6.5e+06,D+,,
N,1,,,1559.182,,,4.91e+04,D+,,
N,1,,,1562.184,,,2.44e+04,D+,,
N,1,,,1565.621,,,9.70e+03,D+,,
N,1,,,1567.8965,,,8.66e+04,C,,
N,1,,,1568.2875,,,4.5e+06,D+,,
N,1,,,1577.1100,,,2.1e+06,D+,,
N,1,,,1579.216,,,1.94e+03,C,,
N,1,,,1579.4055,,,1.29e+06,D+,,
N,1,,,1581.0380,,,1.28e+06,D+,,
N,1,,,1581.0408,,,9.17e+04,C,,
N,1,,,1582.285,,,1.73e+04,C,,
N,5,,,1584.28,,,8.23e+05,B,,
N,1,,,1584.5546,,,7.68e+04,C,,
N,5,,,1584.78,,,8.22e+06,B,,
N,1,,,1586.547,,,4.78e+03,C,,
N,1,,,1587.0141,,,1.32e+04,C,,
N,1,,,1589.549,,,3.04e+04,C,,
N,1,,,1590.092,,,4.75e+04,C,,
N,5,,,1590.58,,,7.32e+06,B,,
N,1,,,1592.659,,,5.95e+04,C,,
N,1,,,1593.107,,,4.72e+04,C,,
N,2,,,1619.282,,,6.17e+06,B,,
N,2,,,1619.466,,,8.23e+06,B,,
N,1,,,1625.4810,,,1.08e+05,C,,
N,2,,,1625.620,,,1.00e+07,B,,
N,1,,,1626.69,,,2.15e+05,C,,
N,1,,,1630.2660,,,9.96e+04,C,,
N,1,,,1630.6793,,,1.71e+05,C,,
N,1,,,1631.90,,,2.13e+05,C,,
N,2,,,1632.994,,,3.54e+06,B,,
N,1,,,1635.802,,,7.68e+04,D+,,
N,1,,,1639.8052,,,5.98e+04,C,,
N,1,,,1639.9259,,,2.40e+05,C,,
N,1,,,1640.3441,,,1.47e+05,C,,
N,1,,,1640.6741,,,1.09e+04,C,,
N,1,,,1641.067,,,7.60e+04,D+,,
N,1,,,1644.480,,,7.56e+03,D+,,
N,1,,,1644.5668,,,1.09e+05,C,,
N,1,,,1647.1157,,,9.72e+04,C,,
N,3,,,1648.54,,,6.72e+06,B,,
N,1,,,1649.801,,,4.79e+04,D+,,
N,3,,,1650.42,,,5.58e+06,B,,
N,2,,,1651.426,,,1.78e+06,B,,
N,1,,,1653.5010,,,2.97e+03,D+,,
N,1,,,1654.5075,,,3.50e+05,C,,
N,1,,,1654.6305,,,7.76e+04,C,,
N,3,,,1657.23,,,1.10e+06,B,,
N,1,,,1659.694,,,9.26e+04,D+,,
N,1,,,1663.4391,,,2.63e+04,D+,,
N,2,,,1665.495,,,1.60e+05,B,,
N,1,,,1665.8686,,,9.85e+05,C,,
N,1,,,1668.2376,,,1.40e+06,C,,
N,2,,,1670.114,,,1.58e+06,B,,
N,1,,,1670.8716,,,1.20e+06,C,,
N,1,,,1671.2286,,,1.05e+06,C,,
N,1,,,1671.3289,,,3.90e+05,C,,
N,5,,,1674.25,,,7.75e+06,B,,
N,5,,,1675.03,,,1.55e+07,B,,
N,1,,,1678.5703,,,1.14e+05,D+,,
N,1,,,1681.3815,,,3.33e+05,C,,
N,1,,,1681.4830,,,2.74e+04,C,,
N,1,,,1685.982,,,5.1e+01,D,,
N,1,,,1686.0564,,,4.16e+04,B,,
N,1,,,1686.1389,,,1.93e+05,C,,
N,1,,,1686.2794,,,4.44e+05,C,,
N,1,,,1687.58,,,8.86e+05,C,,
N,1,,,1690.2703,,,7.41e+05,C,,
N,1,,,1690.7145,,,5.64e+05,C,,
N,1,,,1692.02,,,1.76e+05,C,,
N,1,,,1692.8514,,,1.13e+04,B,,
N,1,,,1695.320,,,1.2e+03,D,,
N,1,,,1696.8424,,,1.29e+04,C,,
N,1,,,1697.390,,,6.01e+04,D+,,
N,1,,,1701.884,,,2.98e+05,D+,,
N,1,,,1701.9497,,,1.04e+06,C,,
N,1,,,1702.0798,,,3.11e+05,C,,
N,1,,,1702.5302,,,5.18e+04,C,,
N,1,,,1703.9774,,,2.93e+04,B,,
N,1,,,1705.634,,,4.7e+03,D,,
N,1,,,1706.735,,,1.48e+05,D+,,
N,1,,,1708.255,,,2.8e+03,D,,
N,1,,,1711.279,,,4.69e+04,D+,,
N,1,,,1715.2603,,,1.05e+05,D+,,
N,1,,,1718.727,,,9.9e+02,D,,
N,1,,,1723.385,,,1.55e+05,D+,,
N,1,,,1727.4228,,,2.39e+05,D+,,
N,1,,,1734.7272,,,1.91e+04,C,,
N,2,,,1737.613,,,1.42e+07,B,,
N,1,,,1740.3908,,,2.55e+05,C,,
N,3,,,1751.60,,,3.23e+06,B,,
N,1,1751.658,,,,120s,,,,
N,3,,,1752.19,,,6.45e+06,B,,
N,1,,,1756.1552,,,2.57e+05,C,,
N,1,1758.486,,,,100l,,,,
N,2,,,1760.402,,,2.50e+04,D,,
N,1,,,1761.9597,,,2.73e+04,C,,
N,1,,,1773.1528,,,9.23e+05,C,,
N,2,,,1775.588,,,1.21e+04,D,,
N,1,,,1775.7992,,,8.58e+05,C,,
N,1,,,1777.3622,,,3.52e+05,D+,,
N,1,,,1779.430,,,3.51e+04,D+,,
N,1,1787.826,,,,100,,,,
N,2,,,1792.09,,,1.79e+05,D,,
N,1,,,1798.260,,,5.90e+04,C,,
N,1,,,1801.984,,,3.04e+05,D+,,
N,1,,,1842.825,,,6.22e+03,C+,,
N,1,,,1842.93,,,5.04e+05,D+,,
N,1,,,1850.945,,,5.94e+04,C+,,
N,1,,,1850.956,,,6.92e+04,C+,,
N,1,,,1853.96,,,4.95e+05,D+,,
N,1,,,1858.630,,,4.91e+05,D+,,
N,1,,,1872.644,,,4.31e+05,C,,
N,2,,,1875.54,,,4.22e+04,D,,
N,1,,,1880.060,,,5.11e+05,C,,
N,2,,,1884.93,,,1.11e+04,D,,
N,1,,,1886.715,,,8.42e+04,C,,
N,1,,,1909.419,,,1.37e+05,D+,,
N,1,,,1935.959,,,1.31e+05,D+,,
N,1,,,1952.650,,,1.28e+05,D+,,
N,1,,,1968.079,,,7.61e+03,C,,
N,1,,,1973.683,,,1.51e+04,C,,
