element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Ag,2,337.21945,0.00005,337.219464,0.000018,560,1.00e+06,B,2,3,,
Ag,1,338.2887,,338.288781,0.000003,28000r,1.3e+08,B,1/2,1/2,,
Ag,2,338.46244,0.00005,338.46244,0.00005,2600,,,2,1,,
Ag,1,340.378,,340.380,0.023,10w,,,5/2,7/2,,
Ag,2,343.7707,0.0007,343.77018,0.00008,150,,,2,3,,
Ag,1,346.916,,346.9166,0.0012,30,,,3/2,3/2,,
Ag,2,347.58183,0.00004,347.581840,0.000021,450,,,2,1,,
Ag,2,349.52849,0.00004,349.528495,0.000017,500,7.4e+05,C+,3,2,,
Ag,1,350.1921,,350.19220,0.00006,20,,,5/2,7/2,,
Ag,1,350.8025,,350.80252,0.00009,20,,,1/2,3/2,,
Ag,1,351.3377,,351.329,0.025,15w,,,9/2,9/2,,
Ag,1,352.1123,,352.11198,0.00020,10,,,3/2,5/2,,
Ag,2,353.4188,0.0007,353.41851,0.00009,150,,,1,1,,
Ag,1,354.250,,354.25,0.03,50,,,9/2,11/2,,
Ag,1,354.716,,354.71,0.03,10w,,,5/2,7/2,,
Ag,1,355.701,,355.69,0.03,10w,,,7/2,9/2,,
Ag,2,358.3966,0.0008,358.39647,0.00018,91,,,1,1,,
Ag,2,358.5836,0.0008,358.5831,0.0004,82,,,2,2,,
Ag,1,358.6679,,358.66751,0.00010,20,,,1/2,1/2,,
Ag,2,360.13023,0.00013,360.13035,0.00004,290,,,2,3,,
Ag,2,361.45495,0.00013,361.45504,0.00005,290,,,2,2,,
Ag,1,362.336,,362.34,0.03,10w,,,3/2,3/2,,
Ag,1,362.4690,,362.46873,0.00011,50,,,3/2,5/2,,
Ag,2,368.24638,0.00004,368.246368,0.000018,260,9.0e+04,B,1,2,,
Ag,1,368.2504,,368.24948,0.00004,30,,,1/2,3/2,,
Ag,2,368.33479,0.00004,368.33481,0.00003,530,9.9e+05,B+,3,4,,
Ag,1,370.9192,,370.91876,0.00011,50,,,3/2,1/2,,
Ag,1,372.742,,372.74,0.03,10w,,,7/2,9/2,,
Ag,2,373.6516,0.0007,373.65122,0.00020,70,,,2,3,,
Ag,1,375.314,,375.31,0.03,20w,,,5/2,7/2,,
Ag,1,381.0941,,381.09396,0.00003,200,,,3/2,5/2,,
Ag,1,381.1773,,381.17584,0.00004,50,,,3/2,3/2,,
Ag,1,384.0750,,384.07514,0.00004,100,,,1/2,1/2,,
Ag,1,384.7846,,384.78470,0.00006,20,,,5/2,5/2,,
Ag,1,390.741,,390.76,0.03,50w,,,7/2,9/2,,
Ag,2,390.93032,0.00005,390.930327,0.000020,140,,,2,2,,
Ag,1,391.440,,391.44,0.03,50w,,,7/2,7/2,,
Ag,2,392.01239,0.00005,392.01238,0.00005,180,,,1,0,,
Ag,1,392.753,,392.75,0.03,6w,,,7/2,7/2,,
Ag,1,392.837,,392.84,0.03,4w,,,7/2,5/2,,
Ag,1,394.043,,394.05,0.03,10w,,,7/2,5/2,,
Ag,1,394.290,,394.29,0.03,10w,,,3/2,5/2,,
Ag,2,394.94347,0.00005,394.94350,0.00003,160,,,1,1,,
Ag,1,398.1580,,398.15760,0.00005,30,,,3/2,1/2,,
Ag,2,398.51904,0.00005,398.51904,0.00003,220,,,2,2,,
Ag,1,399.168,,399.16,0.03,5w,,,5/2,7/2,,
Ag,1,399.246,,399.25,0.03,5w,,,5/2,5/2,,
Ag,1,405.5476,,405.54750,0.00003,400,,,1/2,3/2,,
Ag,1,408.343,,,,10w,,,,,,
Ag,2,408.59155,0.00005,408.59155,0.00003,470,1.12e+06,B+,3,4,,
Ag,2,411.18880,0.00005,411.188813,0.000022,53,1.20e+05,B,3,2,,
Ag,2,418.54749,0.00005,418.547499,0.000023,250,3.7e+05,C,2,2,,
Ag,1,421.0960,,421.09542,0.00005,700,,,3/2,5/2,,
Ag,2,421.15277,0.00009,421.15267,0.00003,34,,,2,1,,
Ag,1,421.2814,,421.28077,0.00004,70,,,3/2,3/2,,
Ag,2,421.5734,0.0009,421.57290,0.00011,75,,,0,1,,
Ag,2,424.0685,0.0009,424.0698,0.0004,83,,,4,3,,
Ag,2,424.1574,0.0009,424.15562,0.00013,51,,,2,3,,
Ag,1,431.1074,,431.11,0.04,50,,,5/2,7/2,,
Ag,2,431.351,0.004,431.354,0.004,290,1.4e+07,D+,2,1,,
Ag,2,431.959,0.004,431.959,0.004,630,1.2e+07,D+,3,2,,
Ag,2,433.314,0.004,433.316,0.004,210,3.3e+06,D+,3,3,,
Ag,2,436.416,0.004,436.409,0.004,290,6.6e+06,D+,1,2,,
Ag,2,438.50519,0.00006,438.50517,0.00004,79,,,0,1,,
Ag,1,439.623,,439.62,0.04,20,,,3/2,1/2,,
Ag,2,441.200,0.004,441.196,0.004,830,1.4e+07,D+,4,3,,
Ag,2,443.057,0.004,443.063,0.004,580,1.4e+07,D+,3,2,,
Ag,2,444.919,0.004,444.917,0.004,290,1.0e+07,D+,1,1,,
Ag,1,447.6040,,447.604035,0.000020,80,,,1/2,1/2,,
Ag,2,447.912,0.004,447.909,0.004,210,6.4e+06,D+,1,2,,
Ag,2,448.858,0.020,448.866,0.005,290d,6.8e+06,D+,2,2,,
Ag,2,449.3424,0.0008,449.34135,0.00006,110,,,2,3,,
Ag,2,449.494,0.004,449.492,0.004,410,1.1e+07,D+,2,2,,
Ag,2,451.4053,0.0008,451.40548,0.00008,84,,,2,2,,
Ag,2,451.552,0.004,451.558,0.004,210,4.1e+06,D+,3,2,,
Ag,2,453.0145,0.0008,453.01405,0.00010,62,,,2,1,,
Ag,2,453.039,0.004,453.041,0.004,410,7.4e+06,D+,3,3,,
Ag,2,453.3812,0.0008,453.38084,0.00004,23,,,2,1,,
Ag,1,455.552,,455.56,0.04,20w,,,5/2,3/2,,
Ag,1,461.569,,461.56,0.04,30w,,,3/2,5/2,,
Ag,2,462.00358,0.00006,462.00355,0.00003,170,2.1e+05,C,3,2,,
Ag,2,462.04712,0.00006,462.04711,0.00003,85,,,1,2,,
Ag,1,466.8477,,466.846993,0.000022,130,,,3/2,1/2,,
Ag,1,467.760,,467.72,0.04,30w*,,,7/2,5/2,,
Ag,1,467.760,,467.79,0.04,30w*,,,7/2,7/2,,
Ag,2,470.5873,0.0009,470.5879,0.0003,56,,,2,3,,
Ag,2,478.83966,0.00007,478.83966,0.00003,260,9.5e+05,C+,1,2,,
Ag,1,479.646,,479.65,0.05,20w,,,5/2,5/2,,
Ag,1,484.782,,484.76,0.05,30w,,,7/2,7/2,,
Ag,1,487.4100,,487.41,0.05,100,,,9/2,7/2,,
Ag,1,488.821,,488.82,0.05,20,,,3/2,1/2,,
Ag,2,489.1335,0.0010,489.13259,0.00004,18,1.00e+05,B,1,2,,
Ag,1,491.748,,491.73,0.05,10w,,,5/2,3/2,,
Ag,1,493.575,,493.57,0.05,10,,,5/2,7/2,,
